1,2024-06-30T23:07:27.000Z,2024-06-30T23:27:57.000Z,"Preakness HIlls Country Club, 1050, Ratzer Road, Packanack Lake, Wayne, Passaic County, New Jersey, 07470, United States","34, Orchard Place, Hawthorne, Passaic County, New Jersey, 07506, United States",43.43,59
2,2024-06-30T23:37:53.000Z,2024-07-01T00:03:28.000Z,"34, Orchard Place, Hawthorne, Passaic County, New Jersey, 07506, United States","88, Chadwick Court, Park Ridge, Bergen County, New Jersey, 07656, United States",43.79,59
3,2024-07-01T00:13:24.000Z,2024-07-01T00:25:23.000Z,"88, Chadwick Court, Park Ridge, Bergen County, New Jersey, 07656, United States","740, Pascack Road, Paramus, Bergen County, New Jersey, 07652, United States",43.99,59
4,2024-07-01T00:35:20.000Z,2024-07-01T00:48:34.000Z,"740, Pascack Road, Paramus, Bergen County, New Jersey, 07652, United States","158, Baker Avenue, Surrey Lane Estates, Bergenfield, Bergen County, New Jersey, 07621, United States",44.23,59
5,2024-07-01T00:58:30.000Z,2024-07-01T01:11:45.000Z,"158, Baker Avenue, Surrey Lane Estates, Bergenfield, Bergen County, New Jersey, 07621, United States","43, Van Orden Road, Harrington Park, Bergen County, New Jersey, 07640, United States",43.02,59
6,2024-07-01T01:21:41.000Z,2024-07-01T01:45:36.000Z,"43, Van Orden Road, Harrington Park, Bergen County, New Jersey, 07640, United States","393, Ackerman Avenue, Ridgewood Junction, Glen Rock, Bergen County, New Jersey, 07452, United States",41.42,59
7,2024-07-01T01:55:32.000Z,2024-07-01T02:12:41.000Z,"444, Ackerman Avenue, Ridgewood Junction, Glen Rock, Bergen County, New Jersey, 07452, United States","79, High Street, Westwood, Bergen County, New Jersey, 07675, United States",42.51,59
8,2024-07-01T02:22:38.000Z,2024-07-01T02:33:27.000Z,"79, High Street, Westwood, Bergen County, New Jersey, 07675, United States","West Saddle River Road, Northeast Ridgewood, Ho-Ho-Kus, Bergen County, New Jersey, 07423, United States",43.07,59
9,2024-07-01T02:43:23.000Z,2024-07-01T02:55:52.000Z,"West Saddle River Road, Northeast Ridgewood, Ho-Ho-Kus, Bergen County, New Jersey, 07423, United States","394, Newtown Road, Wyckoff, Bergen County, New Jersey, 07481, United States",42.31,59
10,2024-07-01T03:05:49.000Z,2024-07-01T03:16:28.000Z,"394, Newtown Road, Wyckoff, Bergen County, New Jersey, 07481, United States","4th Avenue, Riverside, Paterson, Passaic County, New Jersey, 07514, United States",42.23,59
11,2024-07-01T03:26:24.000Z,2024-07-01T03:36:19.000Z,"4th Avenue, Riverside, Paterson, Passaic County, New Jersey, 07514, United States","407, Berkshire Road, Ridgewood, Bergen County, New Jersey, 07450, United States",43.48,59
12,2024-07-01T03:46:15.000Z,2024-07-01T04:06:49.000Z,"407, Berkshire Road, Ridgewood, Bergen County, New Jersey, 07450, United States","Madison Street, Passaic, Passaic County, New Jersey, 07026, United States",43.1,59
13,2024-07-01T04:16:46.000Z,2024-07-01T04:26:25.000Z,"Madison Street, Passaic, Passaic County, New Jersey, 07026, United States","237, Vreeland Avenue, Nutley, Essex County, New Jersey, 07110, United States",43.49,59
14,2024-07-01T04:36:21.000Z,2024-07-01T04:53:41.000Z,"237, Vreeland Avenue, Nutley, Essex County, New Jersey, 07110, United States","32, Lincoln Avenue, Wood-Ridge, Bergen County, New Jersey, 07075, United States",44.26,59
15,2024-07-01T05:03:37.000Z,2024-07-01T05:21:31.000Z,"32, Lincoln Avenue, Wood-Ridge, Bergen County, New Jersey, 07075, United States","98, Sycamore Drive, Belleville, Essex County, New Jersey, 07109, United States",43.34,59
16,2024-07-01T05:31:28.000Z,2024-07-01T05:49:42.000Z,"98, Sycamore Drive, Belleville, Essex County, New Jersey, 07109, United States","17, Longview Street, Hutton Park, West Orange, Essex County, New Jersey, 07052, United States",44.06,59
17,2024-07-01T05:59:39.000Z,2024-07-01T06:09:58.000Z,"17, Longview Street, Hutton Park, West Orange, Essex County, New Jersey, 07052, United States","New Jersey Institute of Technology, Summit Street, Newark, Essex County, New Jersey, 07102, United States",42.21,59
18,2024-07-01T06:19:54.000Z,2024-07-01T06:42:19.000Z,"New Jersey Institute of Technology, Summit Street, Newark, Essex County, New Jersey, 07102, United States","219, Fairview Avenue, Verona, Essex County, New Jersey, 07044, United States",41.87,59
19,2024-07-01T06:52:15.000Z,2024-07-01T07:12:35.000Z,"219, Fairview Avenue, Verona, Essex County, New Jersey, 07044, United States","1-E Landfill, Belleville Turnpike, Kearny, Hudson County, New Jersey, 07032, United States",43.67,59
20,2024-07-01T07:22:31.000Z,2024-07-01T07:40:40.000Z,"1-E Landfill, Belleville Turnpike, Kearny, Hudson County, New Jersey, 07032, United States","170, Day Street, Brookdale, Bloomfield, Essex County, New Jersey, 07003, United States",43.39,59
21,2024-07-01T07:50:37.000Z,2024-07-01T08:10:04.000Z,"170, Day Street, Brookdale, Bloomfield, Essex County, New Jersey, 07003, United States","68, Willow Street, Elmwood Park, Bergen County, New Jersey, 07407, United States",42.96,59
22,2024-07-01T08:20:01.000Z,2024-07-01T08:43:05.000Z,"68, Willow Street, Elmwood Park, Bergen County, New Jersey, 07407, United States","Old Hook Road, Westwood, Bergen County, New Jersey, 07630, United States",43.78,59
23,2024-07-01T08:53:01.000Z,2024-07-01T09:04:11.000Z,"Old Hook Road, Westwood, Bergen County, New Jersey, 07630, United States","210, East Madison Avenue, Dumont, Bergen County, New Jersey, 07628, United States",40.87,59
24,2024-07-01T09:14:07.000Z,2024-07-01T09:27:02.000Z,"210, East Madison Avenue, Dumont, Bergen County, New Jersey, 07628, United States","98, Laurel Court, Paramus, Bergen County, New Jersey, 07652, United States",44.13,59
25,2024-07-01T09:36:58.000Z,2024-07-01T09:55:57.000Z,"98, Laurel Court, Paramus, Bergen County, New Jersey, 07652, United States","196, East Union Avenue, East Rutherford, Bergen County, New Jersey, 07073, United States",42.44,59
26,2024-07-01T10:05:53.000Z,2024-07-01T10:17:18.000Z,"196, East Union Avenue, East Rutherford, Bergen County, New Jersey, 07073, United States","Lodi, Bergen County, New Jersey, 07644, United States",40.99,59
27,2024-07-01T10:27:14.000Z,2024-07-01T10:45:38.000Z,"Lodi, Bergen County, New Jersey, 07644, United States","44, Browertown Road, Great Notch, Little Falls, Passaic County, New Jersey, 07424, United States",43.8,59
28,2024-07-01T10:55:35.000Z,2024-07-01T11:14:54.000Z,"44, Browertown Road, Great Notch, Little Falls, Passaic County, New Jersey, 07424, United States","Rumba Cubana, 55, Becker Avenue, Rochelle Park, Bergen County, New Jersey, 07662, United States",43.17,59
29,2024-07-01T11:24:51.000Z,2024-07-01T11:37:50.000Z,"Rumba Cubana, 55, Becker Avenue, Rochelle Park, Bergen County, New Jersey, 07662, United States","598, Barell Avenue, Carlstadt, Bergen County, New Jersey, 07072, United States",43.77,59
30,2024-07-01T11:47:46.000Z,2024-07-01T12:02:10.000Z,"598, Barell Avenue, Carlstadt, Bergen County, New Jersey, 07072, United States","East Centre Street, Avondale, Nutley, Essex County, New Jersey, 07110, United States",43.28,59
31,2024-07-01T12:12:07.000Z,2024-07-01T12:41:12.000Z,"East Centre Street, Avondale, Nutley, Essex County, New Jersey, 07110, United States","694, Queen Anne Road, Copley Estates, Teaneck Township, Bergen County, New Jersey, 07666, United States",43.76,59
32,2024-07-01T12:51:03.000Z,2024-07-01T13:12:52.000Z,"694, Queen Anne Road, Copley Estates, Teaneck Township, Bergen County, New Jersey, 07666, United States","57, William Street, Wallington, Bergen County, New Jersey, 07057, United States",41.43,59
33,2024-07-01T13:22:49.000Z,2024-07-01T13:44:58.000Z,"57, William Street, Wallington, Bergen County, New Jersey, 07057, United States","Lindbergh Boulevard, Copley Estates, Teaneck Township, Bergen County, New Jersey, 07666, United States",42.22,59
34,2024-07-01T13:54:55.000Z,2024-07-01T14:14:34.000Z,"Lindbergh Boulevard, Copley Estates, Teaneck Township, Bergen County, New Jersey, 07666, United States","Virgnia Drive, Fair Lawn, Bergen County, New Jersey, 07653, United States",43.49,59
35,2024-07-01T14:29:35.000Z,2024-07-01T14:47:00.000Z,"Virgnia Drive, Fair Lawn, Bergen County, New Jersey, 07653, United States","22, Ellis Drive, North Haledon, Passaic County, New Jersey, 07508, United States",42.35,59
36,2024-07-01T14:56:56.000Z,2024-07-01T15:26:41.000Z,"22, Ellis Drive, North Haledon, Passaic County, New Jersey, 07508, United States","401, Bergen Avenue, Township of Washington, Bergen County, New Jersey, 07676, United States",43.34,59
37,2024-07-01T15:36:37.000Z,2024-07-01T15:46:16.000Z,"401, Bergen Avenue, Township of Washington, Bergen County, New Jersey, 07676, United States","87, Clinton Place, Woodcliff Lake, Bergen County, New Jersey, 07677, United States",43.16,59
